10013;7794728031226;;;;MONEGAR CERA DEPILATORIA REPUESTO VEGETAL X 200;;1;;167200;2100;1;N;0;A;;0;0;2329;DEPIMIEL S.R.L.
10031;7792640001075;;;;CAPILATIS ENJ MANZANILLA X 510;;1;;417727;2100;1;N;0;A;;0;0;2881;JUAN E. JORGE DISTRIBUCIONES
10040;7794740004024;;;;INECTO ACEITE ACLARANTE X 150;;1;;136062;2100;1;N;0;A;;0;0;2452;ITALCOSMETICA S.A
10108;726669089506;;;;KOLESTON CRE X 50 - 77 CASTAÑO BAMBI;;1;;431635;2100;1;N;0;A;;0;0;3446;VAMMA SRL
10141;7791600060718;;;;CHESTER ICE EAU DE COLOGNE X 170;;1;;410036;2100;1;N;0;A;;0;0;2008;CANNON PUNTANA S.A.
10318;7794640171246;;;;HINDS DES BOL INTRAHIDRATANTE X 60;;1;;84360;2100;1;N;0;A;;0;0;107;GLAXOSMITHKLINE
10364;7790539000505;;;;HIERBA ANIS ESTRELLADO X 10;;1;;85104;2100;1;N;0;A;;0;0;160;PIPER POL
10367;7793066241007;;;;ATUCHA BOLSA DE AGUA CALIENTE PARA BEBE;;1;;326820;2100;1;N;0;A;;0;0;2876;ATUCHA
10413;7798151630629;;;;IBC ACEITE DE ALMENDRA DULCE X 30;;1;;68567;2100;1;N;0;A;;0;0;2880;INSTITUTO BIOLOGICO CORDOBA
10414;7798151630292;;;;IBC DIADERMINA CREMA CON ALOE X 100;;1;;158752;2100;1;N;0;A;;0;0;2880;INSTITUTO BIOLOGICO CORDOBA
10420;7899026404915;;;;COLORAMA ESMALTE DE UÑAS BRILLO;;1;;222507;2100;1;N;0;A;;0;0;2038;LOREAL ARGENTINA S.A.
10425;7798033820049;;;;DYSEM NEBULIZADOR ULTRASON NUS21;;1;;6913414;2100;1;N;0;A;;0;0;2430;DYSEM
10474;3614228298971;;;;SOFT COLOR TIN KIT 5554 COBRIZO INTENSO;;1;;778813;2100;1;N;0;A;;0;0;3446;VAMMA SRL
10479;7798082440366;;;;BODY CARE RODILLERA SOSTEN ROTULIANO T4 XL BC1102;;1;;1215369;2100;1;N;0;A;;0;0;2192;BODY CARE
10491;7798064430583;;;;EVO CREMA ORDEÑE X 100;;1;;142391;2100;1;N;0;A;;0;0;2462;MEG LINE
10519;7899026404892;;;;COLORAMA ESMALTE DE UÑAS BLANCO FRANCES;;1;;222507;2100;1;N;0;A;;0;0;2038;LOREAL ARGENTINA S.A.
10526;7896009419324;;;;SENSODYNE PASTA DENTAL ORIGINAL X 90;;1;;168237;2100;1;N;0;A;;0;0;107;GLAXOSMITHKLINE
10527;7896009419294;;;;SENSODYNE PASTA DENTAL PROTECCION TOTAL X 90;;1;;177248;2100;1;N;0;A;;0;0;107;GLAXOSMITHKLINE
10579;7791973022726;;;;KEY COLOR TIN KIT 5C COFFEE CASTANO;;1;;355777;2100;1;N;0;A;;0;0;2354;SILKEY MUNDIAL
10580;7791973022856;;;;KEY COLOR TIN KIT 8.32 MIEL SILV CLARO;;1;;355777;2100;1;N;0;A;;0;0;2354;SILKEY MUNDIAL
10582;7791973022771;;;;KEY COLOR TIN KIT 6C COFFEE PROFUNDO;;1;;355777;2100;1;N;0;A;;0;0;2354;SILKEY MUNDIAL
10583;7791973022900;;;;KEY COLOR TIN KIT 7.3 RUB ARENA DORADO;;1;;355777;2100;1;N;0;A;;0;0;2354;SILKEY MUNDIAL
10584;7791973022740;;;;KEY COLOR TIN KIT 6.1 RUB OSCURO CEN.;;1;;355777;2100;1;N;0;A;;0;0;2354;SILKEY MUNDIAL
10585;7791973022818;;;;KEY COLOR TIN KIT 8 RUBIO CLARO NAT;;1;;355777;2100;1;N;0;A;;0;0;2354;SILKEY MUNDIAL
10586;7791973002452;;;;KEY COLOR TIN KIT 8C COFFEE CLARO;;1;;355777;2100;1;N;0;A;;0;0;2354;SILKEY MUNDIAL
